BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,SALE PRICE
2,BEDFORD PARK/NORWOOD,08 RENTALS - ELEVATOR APARTMENTS           ,20068000.0
2,BEDFORD PARK/NORWOOD,09 COOPS - WALKUP APARTMENTS               ,813780.0
2,BEDFORD PARK/NORWOOD,10 COOPS - ELEVATOR APARTMENTS             ,5831792.0
2,BEDFORD PARK/NORWOOD,14 RENTALS - 4-10 UNIT                     ,744000.0
2,BEDFORD PARK/NORWOOD,21 OFFICE BUILDINGS                        ,0.0
2,BEDFORD PARK/NORWOOD,22 STORE BUILDINGS                         ,7520166.0
2,BEDFORD PARK/NORWOOD,29 COMMERCIAL GARAGES                      ,835000.0
2,BEDFORD PARK/NORWOOD,31 COMMERCIAL VACANT LAND                  ,505033.0
2,BEDFORD PARK/NORWOOD,32 HOSPITAL AND HEALTH FACILITIES          ,4300000.0
2,BEDFORD PARK/NORWOOD,33 EDUCATIONAL FACILITIES                  ,7375000.0
2,BELMONT,01 ONE FAMILY DWELLINGS                    ,1053000.0
2,BELMONT,02 TWO FAMILY DWELLINGS                    ,8808682.0
2,BELMONT,03 THREE FAMILY DWELLINGS                  ,4561375.0
2,BELMONT,05 TAX CLASS 1 VACANT LAND                 ,317000.0
2,BELMONT,07 RENTALS - WALKUP APARTMENTS             ,69378000.0
2,BELMONT,08 RENTALS - ELEVATOR APARTMENTS           ,23901449.0
2,BELMONT,12 CONDOS - WALKUP APARTMENTS              ,175000.0
2,BELMONT,14 RENTALS - 4-10 UNIT                     ,1950000.0
2,BELMONT,22 STORE BUILDINGS                         ,1910000.0
2,BELMONT,30 WAREHOUSES                              ,2400000.0
2,BELMONT,31 COMMERCIAL VACANT LAND                  ,130000.0
2,BELMONT,41 TAX CLASS 4 - OTHER                     ,250000.0
2,BRONX PARK,02 TWO FAMILY DWELLINGS                    ,560000.0
2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,23082527.0
2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,34936111.0
2,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,7480110.0
2,BRONXDALE,05 TAX CLASS 1 VACANT LAND                 ,917500.0
2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,73026565.0
2,BRONXDALE,09 COOPS - WALKUP APARTMENTS               ,406100.0
2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,5968025.0
2,BRONXDALE,13 CONDOS - ELEVATOR APARTMENTS            ,1561560.0
2,BRONXDALE,14 RENTALS - 4-10 UNIT                     ,446160.0
2,BRONXDALE,21 OFFICE BUILDINGS                        ,450000.0
2,BRONXDALE,22 STORE BUILDINGS                         ,4235000.0
2,BRONXDALE,29 COMMERCIAL GARAGES                      ,375000.0
2,BRONXDALE,31 COMMERCIAL VACANT LAND                  ,0.0
2,BRONXDALE,32 HOSPITAL AND HEALTH FACILITIES          ,25725000.0
2,CASTLE HILL/UNIONPORT,01 ONE FAMILY DWELLINGS                    ,10928950.0
2,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,26797379.0
2,CASTLE HILL/UNIONPORT,03 THREE FAMILY DWELLINGS                  ,7898500.0
2,CASTLE HILL/UNIONPORT,05 TAX CLASS 1 VACANT LAND                 ,499000.0
2,CASTLE HILL/UNIONPORT,06 TAX CLASS 1 - OTHER                     ,865000.0
2,CASTLE HILL/UNIONPORT,07 RENTALS - WALKUP APARTMENTS             ,12815000.0
2,CASTLE HILL/UNIONPORT,08 RENTALS - ELEVATOR APARTMENTS           ,34875820.0
2,CASTLE HILL/UNIONPORT,10 COOPS - ELEVATOR APARTMENTS             ,497000.0
2,CASTLE HILL/UNIONPORT,21 OFFICE BUILDINGS                        ,440000.0
2,CASTLE HILL/UNIONPORT,22 STORE BUILDINGS                         ,9530975.0
2,CASTLE HILL/UNIONPORT,30 WAREHOUSES                              ,7000000.0
2,CASTLE HILL/UNIONPORT,31 COMMERCIAL VACANT LAND                  ,8246317.0
2,CITY ISLAND,01 ONE FAMILY DWELLINGS                    ,17899418.0
2,CITY ISLAND,02 TWO FAMILY DWELLINGS                    ,2774000.0
2,CITY ISLAND,04 TAX CLASS 1 CONDOS                      ,6766213.0
2,CITY ISLAND,05 TAX CLASS 1 VACANT LAND                 ,965000.0
2,CITY ISLAND,06 TAX CLASS 1 - OTHER                     ,30000.0
2,CITY ISLAND,07 RENTALS - WALKUP APARTMENTS             ,1200000.0
2,CITY ISLAND,29 COMMERCIAL GARAGES                      ,800000.0
2,CITY ISLAND,31 COMMERCIAL VACANT LAND                  ,0.0
2,CITY ISLAND,35 INDOOR PUBLIC AND CULTURAL FACILITIES   ,0.0
2,CITY ISLAND,36 OUTDOOR RECREATIONAL FACILITIES         ,5000000.0
2,CITY ISLAND,41 TAX CLASS 4 - OTHER                     ,0.0
2,CITY ISLAND,44 CONDO PARKING                           ,5000.0
2,CITY ISLAND-PELHAM STRIP,01 ONE FAMILY DWELLINGS                    ,736000.0
2,CO-OP CITY,01 ONE FAMILY DWELLINGS                    ,430000.0
2,CO-OP CITY,22 STORE BUILDINGS                         ,0.0
2,CO-OP CITY,30 WAREHOUSES                              ,150000.0
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,30484873.0
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,17523500.0
2,COUNTRY CLUB,03 THREE FAMILY DWELLINGS                  ,3563000.0
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,5256168.0
2,COUNTRY CLUB,05 TAX CLASS 1 VACANT LAND                 ,300000.0
2,COUNTRY CLUB,06 TAX CLASS 1 - OTHER                     ,890000.0
2,COUNTRY CLUB,07 RENTALS - WALKUP APARTMENTS             ,1933000.0
2,COUNTRY CLUB,10 COOPS - ELEVATOR APARTMENTS             ,545000.0
2,CROTONA PARK,01 ONE FAMILY DWELLINGS                    ,1697728.0
2,CROTONA PARK,02 TWO FAMILY DWELLINGS                    ,4870744.0
2,CROTONA PARK,03 THREE FAMILY DWELLINGS                  ,1710000.0
2,CROTONA PARK,05 TAX CLASS 1 VACANT LAND                 ,11076610.0
2,CROTONA PARK,06 TAX CLASS 1 - OTHER                     ,215000.0
2,CROTONA PARK,07 RENTALS - WALKUP APARTMENTS             ,6237583.0
2,CROTONA PARK,08 RENTALS - ELEVATOR APARTMENTS           ,0.0
2,CROTONA PARK,09 COOPS - WALKUP APARTMENTS               ,20000.0
2,CROTONA PARK,10 COOPS - ELEVATOR APARTMENTS             ,52500.0
2,CROTONA PARK,14 RENTALS - 4-10 UNIT                     ,2400000.0
2,CROTONA PARK,21 OFFICE BUILDINGS                        ,941756.0
2,CROTONA PARK,27 FACTORIES                               ,7350000.0
2,CROTONA PARK,29 COMMERCIAL GARAGES                      ,3120000.0
2,CROTONA PARK,30 WAREHOUSES                              ,1154183.0
2,CROTONA PARK,31 COMMERCIAL VACANT LAND                  ,0.0
2,CROTONA PARK,32 HOSPITAL AND HEALTH FACILITIES          ,0.0
2,EAST RIVER,27 FACTORIES                               ,11200000.0
2,EAST TREMONT,01 ONE FAMILY DWELLINGS                    ,4828500.0
2,EAST TREMONT,02 TWO FAMILY DWELLINGS                    ,12006136.0
2,EAST TREMONT,03 THREE FAMILY DWELLINGS                  ,13038620.0
2,EAST TREMONT,05 TAX CLASS 1 VACANT LAND                 ,1180000.0
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS             ,26106000.0
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS               ,697110.0
2,EAST TREMONT,10 COOPS - ELEVATOR APARTMENTS             ,477000.0
2,EAST TREMONT,12 CONDOS - WALKUP APARTMENTS              ,460680.0
2,EAST TREMONT,13 CONDOS - ELEVATOR APARTMENTS            ,539000.0
2,EAST TREMONT,21 OFFICE BUILDINGS                        ,10500000.0
2,EAST TREMONT,22 STORE BUILDINGS                         ,4475000.0
2,EAST TREMONT,27 FACTORIES                               ,6770362.0
2,EAST TREMONT,29 COMMERCIAL GARAGES                      ,2365000.0
2,EAST TREMONT,30 WAREHOUSES                              ,2660000.0
2,EAST TREMONT,31 COMMERCIAL VACANT LAND                  ,112008.0
2,EAST TREMONT,41 TAX CLASS 4 - OTHER                     ,371124.0
2,FIELDSTON,01 ONE FAMILY DWELLINGS                    ,29213800.0
2,FIELDSTON,03 THREE FAMILY DWELLINGS                  ,0.0
2,FIELDSTON,05 TAX CLASS 1 VACANT LAND                 ,0.0
2,FIELDSTON,07 RENTALS - WALKUP APARTMENTS             ,9500000.0
2,FIELDSTON,09 COOPS - WALKUP APARTMENTS               ,275500.0
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS             ,3405173.0
2,FIELDSTON,29 COMMERCIAL GARAGES                      ,3100000.0
2,FORDHAM,01 ONE FAMILY DWELLINGS                    ,3786804.0
2,FORDHAM,02 TWO FAMILY DWELLINGS                    ,10936000.0
2,FORDHAM,03 THREE FAMILY DWELLINGS                  ,1665826.0
2,FORDHAM,05 TAX CLASS 1 VACANT LAND                 ,7540667.0
2,FORDHAM,07 RENTALS - WALKUP APARTMENTS             ,53628000.0
2,FORDHAM,08 RENTALS - ELEVATOR APARTMENTS           ,17924000.0
2,FORDHAM,09 COOPS - WALKUP APARTMENTS               ,93750.0
2,FORDHAM,10 COOPS - ELEVATOR APARTMENTS             ,907000.0
2,FORDHAM,14 RENTALS - 4-10 UNIT                     ,700000.0
2,FORDHAM,21 OFFICE BUILDINGS                        ,5250000.0
2,FORDHAM,22 STORE BUILDINGS                         ,0.0
2,FORDHAM,29 COMMERCIAL GARAGES                      ,305000.0
2,FORDHAM,33 EDUCATIONAL FACILITIES                  ,9440662.0
2,FORDHAM,43 CONDO OFFICE BUILDINGS                  ,9787375.0
2,HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1948115.0
2,HIGHBRIDGE/MORRIS HEIGHTS,02 TWO FAMILY DWELLINGS                    ,10212809.0
2,HIGHBRIDGE/MORRIS HEIGHTS,03 THREE FAMILY DWELLINGS                  ,5952790.0
2,HIGHBRIDGE/MORRIS HEIGHTS,05 TAX CLASS 1 VACANT LAND                 ,1814359.0
2,HIGHBRIDGE/MORRIS HEIGHTS,06 TAX CLASS 1 - OTHER                     ,0.0
2,HIGHBRIDGE/MORRIS HEIGHTS,07 RENTALS - WALKUP APARTMENTS             ,45302181.0
2,HIGHBRIDGE/MORRIS HEIGHTS,08 RENTALS - ELEVATOR APARTMENTS           ,67976185.0
2,HIGHBRIDGE/MORRIS HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,262937.0
2,HIGHBRIDGE/MORRIS HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,908420.0
2,HIGHBRIDGE/MORRIS HEIGHTS,18 TAX CLASS 3 - UNTILITY PROPERTIES       ,0.0
2,HIGHBRIDGE/MORRIS HEIGHTS,22 STORE BUILDINGS                         ,0.0
2,HIGHBRIDGE/MORRIS HEIGHTS,27 FACTORIES                               ,0.0
2,HIGHBRIDGE/MORRIS HEIGHTS,29 COMMERCIAL GARAGES                      ,12344153.0
2,HIGHBRIDGE/MORRIS HEIGHTS,31 COMMERCIAL VACANT LAND                  ,740100.0
2,HIGHBRIDGE/MORRIS HEIGHTS,32 HOSPITAL AND HEALTH FACILITIES          ,0.0
2,HIGHBRIDGE/MORRIS HEIGHTS,37 RELIGIOUS FACILITIES                    ,2875000.0
2,HIGHBRIDGE/MORRIS HEIGHTS,38 ASYLUMS AND HOMES                       ,14000000.0
2,HUNTS POINT,01 ONE FAMILY DWELLINGS                    ,345112.0
2,HUNTS POINT,02 TWO FAMILY DWELLINGS                    ,4769220.0
2,HUNTS POINT,03 THREE FAMILY DWELLINGS                  ,5669250.0
2,HUNTS POINT,05 TAX CLASS 1 VACANT LAND                 ,12500.0
2,HUNTS POINT,07 RENTALS - WALKUP APARTMENTS             ,9548000.0
2,HUNTS POINT,09 COOPS - WALKUP APARTMENTS               ,50000.0
2,HUNTS POINT,22 STORE BUILDINGS                         ,975000.0
2,HUNTS POINT,27 FACTORIES                               ,13550000.0
2,HUNTS POINT,29 COMMERCIAL GARAGES                      ,2500000.0
2,HUNTS POINT,30 WAREHOUSES                              ,20150000.0
2,HUNTS POINT,31 COMMERCIAL VACANT LAND                  ,5000000.0
2,HUNTS POINT,41 TAX CLASS 4 - OTHER                     ,1500000.0
2,KINGSBRIDGE HTS/UNIV HTS,01 ONE FAMILY DWELLINGS                    ,5508214.0
2,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS                    ,5888875.0
2,KINGSBRIDGE HTS/UNIV HTS,03 THREE FAMILY DWELLINGS                  ,1974822.0
2,KINGSBRIDGE HTS/UNIV HTS,05 TAX CLASS 1 VACANT LAND                 ,1200000.0
2,KINGSBRIDGE HTS/UNIV HTS,07 RENTALS - WALKUP APARTMENTS             ,54971010.0
2,KINGSBRIDGE HTS/UNIV HTS,08 RENTALS - ELEVATOR APARTMENTS           ,13950000.0
2,KINGSBRIDGE HTS/UNIV HTS,09 COOPS - WALKUP APARTMENTS               ,4000.0
2,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS             ,5914832.0
2,KINGSBRIDGE HTS/UNIV HTS,22 STORE BUILDINGS                         ,7275000.0
2,KINGSBRIDGE HTS/UNIV HTS,32 HOSPITAL AND HEALTH FACILITIES          ,110000010.0
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS                    ,10099750.0
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS                    ,11537510.0
2,KINGSBRIDGE/JEROME PARK,03 THREE FAMILY DWELLINGS                  ,4368965.0
2,KINGSBRIDGE/JEROME PARK,05 TAX CLASS 1 VACANT LAND                 ,1000.0
2,KINGSBRIDGE/JEROME PARK,06 TAX CLASS 1 - OTHER                     ,0.0
2,KINGSBRIDGE/JEROME PARK,07 RENTALS - WALKUP APARTMENTS             ,37490000.0
2,KINGSBRIDGE/JEROME PARK,08 RENTALS - ELEVATOR APARTMENTS           ,29795000.0
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS             ,13792762.0
2,KINGSBRIDGE/JEROME PARK,12 CONDOS - WALKUP APARTMENTS              ,522000.0
2,KINGSBRIDGE/JEROME PARK,13 CONDOS - ELEVATOR APARTMENTS            ,3893830.0
2,KINGSBRIDGE/JEROME PARK,22 STORE BUILDINGS                         ,2565000.0
2,KINGSBRIDGE/JEROME PARK,29 COMMERCIAL GARAGES                      ,917844.0
2,KINGSBRIDGE/JEROME PARK,35 INDOOR PUBLIC AND CULTURAL FACILITIES   ,0.0
2,KINGSBRIDGE/JEROME PARK,38 ASYLUMS AND HOMES                       ,1850000.0
2,KINGSBRIDGE/JEROME PARK,43 CONDO OFFICE BUILDINGS                  ,794387.0
2,KINGSBRIDGE/JEROME PARK,44 CONDO PARKING                           ,50000.0
2,KINGSBRIDGE/JEROME PARK,47 CONDO NON-BUSINESS STORAGE              ,7500.0
2,MELROSE/CONCOURSE,01 ONE FAMILY DWELLINGS                    ,2527500.0
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS                    ,10682285.0
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS                  ,12952520.0
2,MELROSE/CONCOURSE,05 TAX CLASS 1 VACANT LAND                 ,2975010.0
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS             ,78989432.0
2,MELROSE/CONCOURSE,08 RENTALS - ELEVATOR APARTMENTS           ,124021242.0
2,MELROSE/CONCOURSE,09 COOPS - WALKUP APARTMENTS               ,47000.0
2,MELROSE/CONCOURSE,10 COOPS - ELEVATOR APARTMENTS             ,16683100.0
2,MELROSE/CONCOURSE,21 OFFICE BUILDINGS                        ,5700000.0
2,MELROSE/CONCOURSE,22 STORE BUILDINGS                         ,2680000.0
2,MELROSE/CONCOURSE,27 FACTORIES                               ,0.0
2,MELROSE/CONCOURSE,29 COMMERCIAL GARAGES                      ,22134987.0
2,MELROSE/CONCOURSE,31 COMMERCIAL VACANT LAND                  ,650000.0
2,MELROSE/CONCOURSE,32 HOSPITAL AND HEALTH FACILITIES          ,17500000.0
2,MELROSE/CONCOURSE,37 RELIGIOUS FACILITIES                    ,556800.0
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS                    ,20251707.0
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS                    ,44766665.0
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,16110765.0
2,MORRIS PARK/VAN NEST,05 TAX CLASS 1 VACANT LAND                 ,1000.0
2,MORRIS PARK/VAN NEST,06 TAX CLASS 1 - OTHER                     ,100000.0
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS             ,3740400.0
2,MORRIS PARK/VAN NEST,10 COOPS - ELEVATOR APARTMENTS             ,2394500.0
2,MORRIS PARK/VAN NEST,14 RENTALS - 4-10 UNIT                     ,8965000.0
2,MORRIS PARK/VAN NEST,21 OFFICE BUILDINGS                        ,705000.0
2,MORRIS PARK/VAN NEST,29 COMMERCIAL GARAGES                      ,400000.0
2,MORRIS PARK/VAN NEST,30 WAREHOUSES                              ,425000.0
2,MORRIS PARK/VAN NEST,32 HOSPITAL AND HEALTH FACILITIES          ,0.0
2,MORRIS PARK/VAN NEST,33 EDUCATIONAL FACILITIES                  ,0.0
2,MORRIS PARK/VAN NEST,37 RELIGIOUS FACILITIES                    ,700000.0
2,MORRIS PARK/VAN NEST,41 TAX CLASS 4 - OTHER                     ,580000.0
2,MORRIS PARK/VAN NEST,46 CONDO STORE BUILDINGS                   ,11000000.0
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS                    ,22452487.0
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,20581100.0
2,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,27091800.0
2,MORRISANIA/LONGWOOD,04 TAX CLASS 1 CONDOS                      ,3310822.0
2,MORRISANIA/LONGWOOD,05 TAX CLASS 1 VACANT LAND                 ,8305829.0
2,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,63397293.0
2,MORRISANIA/LONGWOOD,08 RENTALS - ELEVATOR APARTMENTS           ,20800000.0
2,MORRISANIA/LONGWOOD,09 COOPS - WALKUP APARTMENTS               ,692900.0
2,MORRISANIA/LONGWOOD,10 COOPS - ELEVATOR APARTMENTS             ,212268.0
2,MORRISANIA/LONGWOOD,12 CONDOS - WALKUP APARTMENTS              ,1177686.0
2,MORRISANIA/LONGWOOD,13 CONDOS - ELEVATOR APARTMENTS            ,1242560.0
2,MORRISANIA/LONGWOOD,14 RENTALS - 4-10 UNIT                     ,2910000.0
2,MORRISANIA/LONGWOOD,21 OFFICE BUILDINGS                        ,2000000.0
2,MORRISANIA/LONGWOOD,22 STORE BUILDINGS                         ,6315000.0
2,MORRISANIA/LONGWOOD,26 OTHER HOTELS                            ,5700000.0
2,MORRISANIA/LONGWOOD,27 FACTORIES                               ,14700000.0
2,MORRISANIA/LONGWOOD,29 COMMERCIAL GARAGES                      ,16448275.0
2,MORRISANIA/LONGWOOD,30 WAREHOUSES                              ,14080000.0
2,MORRISANIA/LONGWOOD,31 COMMERCIAL VACANT LAND                  ,4885701.0
2,MORRISANIA/LONGWOOD,32 HOSPITAL AND HEALTH FACILITIES          ,975000.0
2,MORRISANIA/LONGWOOD,35 INDOOR PUBLIC AND CULTURAL FACILITIES   ,3259250.0
2,MORRISANIA/LONGWOOD,37 RELIGIOUS FACILITIES                    ,0.0
2,MORRISANIA/LONGWOOD,40 SELECTED GOVERNMENTAL FACILITIES        ,16000000.0
2,MORRISANIA/LONGWOOD,41 TAX CLASS 4 - OTHER                     ,200000.0
2,MORRISANIA/LONGWOOD,44 CONDO PARKING                           ,0.0
2,MORRISANIA/LONGWOOD,46 CONDO STORE BUILDINGS                   ,5000000.0
2,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,8908500.0
2,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS                    ,9815704.0
2,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS                  ,4858327.0
2,MOTT HAVEN/PORT MORRIS,05 TAX CLASS 1 VACANT LAND                 ,0.0
2,MOTT HAVEN/PORT MORRIS,07 RENTALS - WALKUP APARTMENTS             ,37262668.0
2,MOTT HAVEN/PORT MORRIS,08 RENTALS - ELEVATOR APARTMENTS           ,0.0
2,MOTT HAVEN/PORT MORRIS,09 COOPS - WALKUP APARTMENTS               ,132000.0
2,MOTT HAVEN/PORT MORRIS,12 CONDOS - WALKUP APARTMENTS              ,1465000.0
2,MOTT HAVEN/PORT MORRIS,14 RENTALS - 4-10 UNIT                     ,6050000.0
2,MOTT HAVEN/PORT MORRIS,21 OFFICE BUILDINGS                        ,20082000.0
2,MOTT HAVEN/PORT MORRIS,22 STORE BUILDINGS                         ,9079000.0
2,MOTT HAVEN/PORT MORRIS,23 LOFT BUILDINGS                          ,2075000.0
2,MOTT HAVEN/PORT MORRIS,27 FACTORIES                               ,43850000.0
2,MOTT HAVEN/PORT MORRIS,29 COMMERCIAL GARAGES                      ,18060000.0
2,MOTT HAVEN/PORT MORRIS,30 WAREHOUSES                              ,29686600.0
2,MOTT HAVEN/PORT MORRIS,31 COMMERCIAL VACANT LAND                  ,545000.0
2,MOTT HAVEN/PORT MORRIS,32 HOSPITAL AND HEALTH FACILITIES          ,8524937.0
2,MOTT HAVEN/PORT MORRIS,37 RELIGIOUS FACILITIES                    ,275000.0
2,MOTT HAVEN/PORT MORRIS,38 ASYLUMS AND HOMES                       ,5016310.0
2,MOTT HAVEN/PORT MORRIS,41 TAX CLASS 4 - OTHER                     ,1200000.0
2,MOTT HAVEN/PORT MORRIS,46 CONDO STORE BUILDINGS                   ,455000.0
2,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY DWELLINGS                    ,3151000.0
2,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,7045149.0
2,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,11670601.0
2,MOUNT HOPE/MOUNT EDEN,05 TAX CLASS 1 VACANT LAND                 ,4900000.0
2,MOUNT HOPE/MOUNT EDEN,07 RENTALS - WALKUP APARTMENTS             ,35766700.0
2,MOUNT HOPE/MOUNT EDEN,08 RENTALS - ELEVATOR APARTMENTS           ,84210000.0
2,MOUNT HOPE/MOUNT EDEN,09 COOPS - WALKUP APARTMENTS               ,85000.0
2,MOUNT HOPE/MOUNT EDEN,10 COOPS - ELEVATOR APARTMENTS             ,529000.0
2,MOUNT HOPE/MOUNT EDEN,14 RENTALS - 4-10 UNIT                     ,5452000.0
2,MOUNT HOPE/MOUNT EDEN,22 STORE BUILDINGS                         ,0.0
2,MOUNT HOPE/MOUNT EDEN,29 COMMERCIAL GARAGES                      ,2140000.0
2,PARKCHESTER,01 ONE FAMILY DWELLINGS                    ,1675381.0
2,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,12666534.0
2,PARKCHESTER,03 THREE FAMILY DWELLINGS                  ,10719488.0
2,PARKCHESTER,05 TAX CLASS 1 VACANT LAND                 ,29529.0
2,PARKCHESTER,07 RENTALS - WALKUP APARTMENTS             ,12900000.0
2,PARKCHESTER,10 COOPS - ELEVATOR APARTMENTS             ,2099340.0
2,PARKCHESTER,13 CONDOS - ELEVATOR APARTMENTS            ,30849861.0
2,PARKCHESTER,14 RENTALS - 4-10 UNIT                     ,1080000.0
2,PARKCHESTER,22 STORE BUILDINGS                         ,4022000.0
2,PARKCHESTER,29 COMMERCIAL GARAGES                      ,650000.0
2,PARKCHESTER,30 WAREHOUSES                              ,15270000.0
2,PARKCHESTER,31 COMMERCIAL VACANT LAND                  ,190000.0
2,PELHAM BAY,41 TAX CLASS 4 - OTHER                     ,10.0
2,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,17208380.0
2,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,11278146.0
2,PELHAM GARDENS,03 THREE FAMILY DWELLINGS                  ,0.0
2,PELHAM GARDENS,05 TAX CLASS 1 VACANT LAND                 ,305000.0
2,PELHAM GARDENS,21 OFFICE BUILDINGS                        ,5100000.0
2,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,18959011.0
2,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,23467234.0
2,PELHAM PARKWAY NORTH,03 THREE FAMILY DWELLINGS                  ,4532049.0
2,PELHAM PARKWAY NORTH,05 TAX CLASS 1 VACANT LAND                 ,1064000.0
2,PELHAM PARKWAY NORTH,07 RENTALS - WALKUP APARTMENTS             ,1695000.0
2,PELHAM PARKWAY NORTH,10 COOPS - ELEVATOR APARTMENTS             ,257000.0
2,PELHAM PARKWAY SOUTH,01 ONE FAMILY DWELLINGS                    ,6990174.0
2,PELHAM PARKWAY SOUTH,02 TWO FAMILY DWELLINGS                    ,10224940.0
2,PELHAM PARKWAY SOUTH,03 THREE FAMILY DWELLINGS                  ,0.0
2,PELHAM PARKWAY SOUTH,05 TAX CLASS 1 VACANT LAND                 ,0.0
2,PELHAM PARKWAY SOUTH,06 TAX CLASS 1 - OTHER                     ,0.0
2,PELHAM PARKWAY SOUTH,07 RENTALS - WALKUP APARTMENTS             ,750000.0
2,PELHAM PARKWAY SOUTH,08 RENTALS - ELEVATOR APARTMENTS           ,0.0
2,PELHAM PARKWAY SOUTH,10 COOPS - ELEVATOR APARTMENTS             ,5322723.0
2,PELHAM PARKWAY SOUTH,13 CONDOS - ELEVATOR APARTMENTS            ,1098000.0
2,PELHAM PARKWAY SOUTH,21 OFFICE BUILDINGS                        ,1226000.0
2,PELHAM PARKWAY SOUTH,22 STORE BUILDINGS                         ,5700000.0
2,PELHAM PARKWAY SOUTH,27 FACTORIES                               ,0.0
2,PELHAM PARKWAY SOUTH,29 COMMERCIAL GARAGES                      ,0.0
2,PELHAM PARKWAY SOUTH,31 COMMERCIAL VACANT LAND                  ,0.0
2,PELHAM PARKWAY SOUTH,32 HOSPITAL AND HEALTH FACILITIES          ,0.0
2,PELHAM PARKWAY SOUTH,33 EDUCATIONAL FACILITIES                  ,0.0
2,PELHAM PARKWAY SOUTH,41 TAX CLASS 4 - OTHER                     ,0.0
2,RIVERDALE,01 ONE FAMILY DWELLINGS                    ,39001001.0
2,RIVERDALE,02 TWO FAMILY DWELLINGS                    ,7807010.0
2,RIVERDALE,03 THREE FAMILY DWELLINGS                  ,2619000.0
2,RIVERDALE,05 TAX CLASS 1 VACANT LAND                 ,4752000.0
2,RIVERDALE,07 RENTALS - WALKUP APARTMENTS             ,6244000.0
2,RIVERDALE,08 RENTALS - ELEVATOR APARTMENTS           ,0.0
2,RIVERDALE,09 COOPS - WALKUP APARTMENTS               ,2304000.0
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,169653817.0
2,RIVERDALE,12 CONDOS - WALKUP APARTMENTS              ,470000.0
2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS            ,25493437.0
2,RIVERDALE,17 CONDO COOPS                             ,526938.0
2,RIVERDALE,22 STORE BUILDINGS                         ,3275000.0
2,RIVERDALE,29 COMMERCIAL GARAGES                      ,234375.0
2,RIVERDALE,31 COMMERCIAL VACANT LAND                  ,65000.0
2,RIVERDALE,32 HOSPITAL AND HEALTH FACILITIES          ,15000000.0
2,RIVERDALE,37 RELIGIOUS FACILITIES                    ,86375000.0
2,RIVERDALE,44 CONDO PARKING                           ,33500.0
2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS                    ,18885610.0
